gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	regulation
ENSG00000229017	9	31	32	6	33	12	26	18	UP
ENSG00000227192	1	3	2	0	4	5	0	0	UP
ENSG00000146416	207	201	157	51	126	198	246	154	UP
ENSG00000217648	2	8	2	0	1	6	7	3	UP
ENSG00000189007	1203	841	656	139	327	425	524	346	UP
ENSG00000218896	24	4	1	3	4	2	8	2	UP
ENSG00000223203	0	0	1	0	0	2	1	1	UP
ENSG00000034693	378	793	383	97	325	316	514	338	UP
ENSG00000278206	68	67	28	9	12	19	39	32	UP
ENSG00000229036	367	277	123	24	62	92	202	138	UP
ENSG00000001036	348	307	125	35	95	145	195	157	UP
ENSG00000112419	660	1030	374	99	315	428	367	259	UP
ENSG00000235740	13	4	3	0	3	3	8	12	UP
ENSG00000135521	1059	1185	719	191	371	581	1008	677	UP
ENSG00000270890	82	131	82	21	13	62	107	81	UP
ENSG00000118495	1761	2251	2682	644	1059	720	708	516	UP
ENSG00000283122	3	7	15	1	2	4	3	2	UP
ENSG00000217231	0	0	0	0	1	0	1	0	UP
ENSG00000169976	1372	2524	1649	399	389	805	1098	832	UP
ENSG00000135604	554	1296	738	167	169	512	1099	855	UP
ENSG00000217027	30	28	7	0	9	25	28	44	UP
ENSG00000152818	8885	6952	4191	975	5361	7068	4789	3431	UP
ENSG00000217195	0	1	0	0	0	2	0	0	UP
ENSG00000220739	3	1	0	0	1	2	1	2	UP
ENSG00000112425	635	593	519	120	335	283	759	529	UP
ENSG00000270638	3	2	2	1	0	2	2	0	UP
ENSG00000280184	29	51	33	7	30	13	38	58	UP
ENSG00000118496	469	1758	1071	262	866	1186	2820	1994	UP
ENSG00000235652	146	74	65	13	38	43	87	87	UP
ENSG00000146414	1967	3523	1165	269	1061	1056	3267	2238	UP
ENSG00000152822	0	13	0	2	0	1	1	2	UP
ENSG00000118508	39	26	17	2	10	19	5	3	UP
ENSG00000228283	9	24	2	0	4	3	13	4	UP
ENSG00000233452	32	13	19	8	14	16	9	4	UP
ENSG00000272397	0	0	0	0	0	0	0	0	UP
ENSG00000164506	1148	1459	566	141	670	809	1036	843	UP
ENSG00000273997	2	0	0	0	7	0	2	0	UP
ENSG00000220494	18	3	1	0	31	5	4	2	UP
ENSG00000203727	0	2	0	0	0	0	0	0	UP
ENSG00000111961	76	45	1	1	23	7	6	6	UP
ENSG00000111962	71	344	15	3	9	41	1	3	UP
ENSG00000236591	1	2	0	0	0	0	0	0	UP
ENSG00000219487	4	4	0	0	1	4	1	0	UP
ENSG00000228408	8	5	0	0	0	1	0	2	UP
ENSG00000055208	5544	11432	5234	1199	3543	3564	11160	7389	UP
ENSG00000225924	6	0	2	0	0	0	0	0	UP
ENSG00000283608	1	0	0	0	0	1	0	0	UP
ENSG00000177688	68	69	28	7	6	20	58	63	UP
ENSG00000178199	3265	9568	6792	1529	863	2465	5576	4470	UP
ENSG00000219553	5	13	8	1	5	4	19	10	UP
ENSG00000131013	2050	2983	2048	488	2203	2656	3622	2481	UP
ENSG00000252244	26	19	35	15	5	28	26	31	UP
ENSG00000055211	1451	1576	993	237	915	930	1336	905	UP
ENSG00000281021	514	137	73	21	69	88	121	84	UP
ENSG00000233330	12	19	12	3	7	7	28	20	UP
ENSG00000220848	60	86	38	6	24	36	79	60	UP
ENSG00000202343	8	9	4	1	4	7	13	8	UP
ENSG00000186625	709	1336	855	198	1101	800	1634	1060	UP
ENSG00000131023	2578	4241	3000	664	1928	2623	5626	4260	UP
ENSG00000278899	13	6	18	1	4	6	7	7	UP
ENSG00000120253	1282	2957	1438	328	959	1050	1968	1501	UP
ENSG00000120265	553	1911	1265	305	506	533	2066	1385	UP
ENSG00000219433	6	13	11	4	3	3	13	8	UP
ENSG00000231760	21	48	46	7	7	34	30	30	UP
ENSG00000120256	20	25	58	11	18	10	16	7	UP
ENSG00000131015	16	6	12	6	29	35	6	4	UP
ENSG00000111981	8	6	10	2	44	2	5	1	UP
ENSG00000231120	4	6	1	1	2	3	7	7	UP
ENSG00000218358	3	6	7	7	15	3	16	13	UP
ENSG00000131019	19	11	14	4	23	10	57	38	UP
ENSG00000198729	0	1	4	1	1	1	1	2	UP
ENSG00000120278	12228	26627	12722	2858	6961	1861	29918	22067	UP
ENSG00000232891	569	76	40	9	73	64	150	103	UP
ENSG00000224029	298	24	18	2	28	18	47	54	UP
ENSG00000226599	53	38	11	3	14	22	29	40	UP
ENSG00000213089	271	287	153	35	74	21	427	309	UP
ENSG00000120254	537	1513	707	167	372	153	637	488	UP
ENSG00000218996	2	10	2	0	25	2	3	8	UP
ENSG00000219747	42	55	16	6	25	18	24	28	UP
ENSG00000213087	50	20	2	0	1	8	6	3	UP
ENSG00000131016	6	935	2546	579	165	96	57	35	UP
ENSG00000223039	0	0	5	1	0	0	0	0	UP
ENSG00000181472	1448	2397	1366	329	507	835	2926	2011	UP
ENSG00000252615	2	3	0	0	0	3	4	4	UP
ENSG00000155906	244	463	228	50	179	155	295	212	UP
ENSG00000219395	29	30	16	6	14	9	25	28	UP
ENSG00000146476	316	1013	611	123	214	315	711	500	UP
ENSG00000120262	9	13	2	0	2	1	2	2	UP
ENSG00000091831	537	268	154	36	468	266	140	136	UP
ENSG00000131018	7004	5947	1621	384	3487	5709	2294	1663	UP
ENSG00000120279	0	4	18	3	5	1	4	2	UP
ENSG00000112029	265	700	617	140	198	301	991	697	UP
ENSG00000227627	10	18	11	2	1	7	11	10	UP
ENSG00000112031	388	763	370	96	134	220	654	432	UP
ENSG00000091844	32	47	34	8	25	28	20	18	UP
ENSG00000218426	477	520	187	43	69	239	452	375	UP
ENSG00000074706	334	440	41	11	94	226	16	12	UP
ENSG00000237593	12	7	0	1	1	5	2	0	UP
ENSG00000153721	2	36	18	7	29	7	6	3	UP
ENSG00000213079	3971	5251	2980	720	2714	2995	6275	4339	UP
ENSG00000200594	12	13	7	0	3	3	8	6	UP
ENSG00000146426	252	348	118	30	321	96	239	181	UP
ENSG00000218757	1	9	2	1	0	4	4	7	UP
ENSG00000264814	0	1	3	0	0	1	4	3	UP
ENSG00000238963	3	5	0	1	1	1	5	4	UP
ENSG00000235381	148	134	47	10	32	30	47	44	UP
ENSG00000029639	320	460	150	31	49	71	211	156	UP
ENSG00000171217	153	162	28	7	8	17	43	30	UP
ENSG00000074771	0	8	0	0	0	1	0	0	UP
ENSG00000221456	2	2	4	1	0	1	3	1	UP
ENSG00000212295	87	8	34	11	23	38	7	8	UP
ENSG00000271265	6	4	13	3	4	3	8	7	UP
ENSG00000271551	12	10	23	8	8	11	24	13	UP
ENSG00000049618	10104	12028	7170	1657	7830	6225	14733	11433	UP
ENSG00000270487	3	2	2	0	2	0	4	2	UP
ENSG00000218596	8	8	7	1	4	3	12	17	UP
ENSG00000233044	3	4	1	1	8	3	9	9	UP
ENSG00000215712	354	281	249	57	353	128	334	223	UP
ENSG00000217783	5	8	4	1	10	1	4	1	UP
ENSG00000218631	8	3	4	2	1	1	3	1	UP
ENSG00000175048	39	60	38	7	13	47	20	14	UP
ENSG00000130340	3155	22137	10110	2378	6744	4404	11940	8700	UP
ENSG00000234361	10	25	3	0	11	14	13	16	UP
ENSG00000229502	9	28	11	1	19	10	28	25	UP
ENSG00000236324	32	16	6	0	42	12	12	17	UP
ENSG00000220867	36	55	8	3	57	16	41	25	UP
ENSG00000252658	7	15	2	1	5	5	8	11	UP
ENSG00000078269	793	2633	1139	238	435	497	208	188	UP
ENSG00000122335	61	402	140	30	63	100	603	375	UP
ENSG00000272047	300	521	445	116	72	114	280	210	UP
ENSG00000130338	1381	2429	1110	245	764	1085	2257	1773	UP
ENSG00000188451	10	19	7	4	0	5	12	8	UP
ENSG00000274023	8	4	4	1	2	2	3	3	UP
ENSG00000243373	1	1	0	0	0	1	2	0	UP
ENSG00000146433	1322	2059	1226	297	533	1311	2181	1610	UP
ENSG00000218226	346	308	164	42	110	285	318	249	UP
ENSG00000146425	1146	1740	949	207	216	767	973	705	UP
ENSG00000164674	263	1321	317	81	494	1165	382	327	UP
ENSG00000092820	31574	162461	97463	22408	34295	56384	224992	168382	UP
ENSG00000233893	7	16	7	0	1	8	11	14	UP
ENSG00000243775	59	20	18	3	5	10	7	8	UP
ENSG00000203711	21	40	8	2	9	11	11	6	UP
ENSG00000130363	116	334	317	71	58	192	271	188	UP
ENSG00000271913	761	668	519	106	205	336	547	381	UP
ENSG00000164691	10838	12477	13467	3084	3500	13120	8287	6047	UP
ENSG00000226032	4	2	4	2	2	0	0	0	UP
ENSG00000224478	101	79	91	28	84	26	34	22	UP
ENSG00000216480	1	2	1	0	3	1	4	2	UP
ENSG00000237927	7	26	69	16	380	50	31	20	UP
ENSG00000112096	3794	24543	5808	1315	4396	12110	9998	7429	UP
ENSG00000220305	40	46	20	1	9	7	23	23	UP
ENSG00000251988	11	14	6	5	4	7	7	1	UP
ENSG00000146457	6813	9237	4607	1047	4432	5189	8650	6089	UP
ENSG00000120437	376	916	390	95	339	328	438	306	UP
ENSG00000120438	6357	8499	6035	1453	5548	4473	10269	7012	UP
ENSG00000207392	18	12	7	0	3	3	11	5	UP
ENSG00000112110	305	1512	820	215	694	447	1059	797	UP
ENSG00000146453	10	48	15	3	142	48	25	23	UP
ENSG00000130368	0	8	1	0	2	0	1	0	UP
ENSG00000197081	5935	10013	5610	1290	3965	3913	12289	9307	UP
ENSG00000268257	2	5	1	0	2	2	3	3	UP
ENSG00000213073	450	319	315	67	438	201	470	319	UP
ENSG00000175003	13	42	19	8	34	14	43	38	UP
ENSG00000213071	16	52	30	15	18	46	343	300	UP
ENSG00000198670	0	27	0	2	0	0	2	1	UP
ENSG00000272841	10	43	59	13	42	10	14	12	UP
ENSG00000085511	2464	3371	1240	321	1473	1468	2449	1863	UP
ENSG00000026652	606	494	2699	609	332	806	2815	1988	UP
ENSG00000279355	37	45	243	52	37	102	105	98	UP
ENSG00000185345	1	8	19	3	1	7	32	19	UP
ENSG00000270419	20	20	22	9	45	7	14	4	UP
ENSG00000112531	3098	6789	3333	775	3618	2155	5871	4093	UP
ENSG00000228692	0	1	1	0	12	3	0	0	UP
ENSG00000235538	0	0	0	0	0	0	0	0	UP
ENSG00000112541	0	8	1	1	0	0	0	0	UP
ENSG00000164458	0	206	1432	352	0	0	2	1	UP
ENSG00000176381	1	0	41	7	5	0	7	3	UP
ENSG00000198818	1403	3413	3343	818	645	1334	2464	1885	UP
ENSG00000233231	144	345	268	51	54	174	214	181	UP
ENSG00000060762	695	2444	2716	635	786	688	1197	843	UP
ENSG00000261420	19	4	30	4	5	4	4	5	UP
ENSG00000280057	10	9	43	12	14	2	5	4	UP
ENSG00000071242	1107	283	399	93	417	540	284	196	UP
ENSG00000232082	6	0	5	1	8	7	4	8	UP
ENSG00000235272	24	27	6	1	5	9	21	23	UP
ENSG00000235008	2	10	1	0	2	1	0	5	UP
ENSG00000231654	22	28	3	1	7	5	12	3	UP
ENSG00000026297	5032	4992	2488	567	1435	2166	1097	732	UP
ENSG00000227598	12	10	3	2	9	11	7	13	UP
ENSG00000265828	2	3	2	0	2	2	6	1	UP
ENSG00000213066	919	2458	1299	277	459	726	2115	1452	UP
ENSG00000272980	40	87	37	10	19	25	55	38	UP
ENSG00000112486	35	126	48	19	43	54	41	33	UP
ENSG00000166984	0	12	4	0	5	4	8	4	UP
ENSG00000120436	1	3	1	3	3	7	5	2	UP
ENSG00000146521	3	0	0	0	0	0	0	0	UP
ENSG00000198221	3	6	4	0	1	2	1	1	UP
ENSG00000130396	4130	7888	2423	534	1536	1196	11111	7988	UP
ENSG00000235994	0	0	1	0	1	0	1	1	UP
ENSG00000229921	0	7	0	0	1	0	0	1	UP
ENSG00000112562	0	2	0	1	0	0	0	0	UP
ENSG00000226445	10	2	3	0	0	1	1	2	UP
ENSG00000186340	22	15	14	2	2	9	0	1	UP
ENSG00000272848	3	0	0	0	3	0	1	1	UP
ENSG00000184465	2376	1543	789	194	655	942	905	672	UP
ENSG00000185127	932	1089	764	161	233	611	515	367	UP
ENSG00000130024	6583	12738	6959	1622	5990	5285	11491	8209	UP
ENSG00000232640	4	9	6	1	3	9	6	1	UP
ENSG00000227704	1	1	2	0	1	1	3	1	UP
ENSG00000184786	174	117	163	16	151	154	73	62	UP
ENSG00000130023	2076	1618	1060	243	807	914	1077	730	UP
ENSG00000266896	228	139	84	17	54	87	55	40	UP
ENSG00000229214	5	12	5	0	9	2	12	4	UP
ENSG00000231690	0	4	1	1	8	0	0	2	UP
ENSG00000236173	0	2	1	0	2	0	0	0	UP
ENSG00000271820	6	1	1	0	1	0	0	1	UP
ENSG00000227508	79	14	17	1	5	16	0	0	UP
ENSG00000198719	69	105	61	14	85	77	32	15	UP
ENSG00000112584	1714	4051	1964	460	1727	1251	2969	2183	UP
ENSG00000266245	6	0	1	0	0	0	1	3	UP
ENSG00000261003	48	35	9	5	199	6	19	20	UP
ENSG00000008018	3605	4970	3662	892	1201	1841	3992	2883	UP
ENSG00000112592	1322	2018	1452	333	583	822	1289	984	UP
ENSG00000071994	1393	3512	2378	548	365	1028	2140	1510	UP
ENSG00000282572	28	27	5	0	1	9	17	13	UP
ENSG00000242474	22	12	31	9	0	6	3	2	UP
ENSG00000240859	11	6	5	1	2	4	0	0	UP
ENSG00000177706	51	22	59	21	3	22	4	0	UP
ENSG00000249574	0	0	1	0	0	1	0	1	UP
ENSG00000197461	7	180	542	88	51	322	422	242	UP
ENSG00000223855	2	5	30	5	3	17	25	20	UP
ENSG00000188191	411	454	167	40	74	149	210	154	UP
ENSG00000229380	1	3	0	0	0	5	3	2	UP
ENSG00000237181	151	393	121	35	137	115	147	94	UP
ENSG00000164818	391	1255	730	160	132	261	981	777	UP
ENSG00000164828	9247	22782	14192	3143	5863	7724	12082	8837	UP
ENSG00000239857	93	121	47	7	17	46	74	61	UP
ENSG00000273151	515	660	224	53	130	228	443	339	UP
ENSG00000105963	140	84	39	3	13	33	11	4	UP
ENSG00000240230	1137	1443	1031	261	228	493	872	672	UP
ENSG00000073067	24	5	6	2	1	3	10	10	UP
ENSG00000146540	627	570	605	143	66	271	238	184	UP
ENSG00000199023	1	1	6	0	0	1	1	1	UP
ENSG00000164849	11	7	19	2	3	9	3	6	UP
ENSG00000224079	0	6	12	1	2	2	2	1	UP
ENSG00000164850	22	12	54	8	4	6	12	7	UP
ENSG00000178381	1346	1940	1061	257	566	530	1606	1126	UP
ENSG00000229043	120	85	29	4	11	14	13	5	UP
ENSG00000164877	37	218	179	41	85	85	131	109	UP
ENSG00000225981	3	4	1	1	2	1	1	0	UP
ENSG00000273230	208	202	85	21	36	52	149	138	UP
ENSG00000164880	12740	8110	5709	1362	879	3080	4301	3443	UP
ENSG00000231927	9	0	1	0	0	0	3	3	UP
ENSG00000198517	2570	2936	1589	371	153	1152	2825	2301	UP
ENSG00000164855	45	29	12	5	2	11	12	12	UP
ENSG00000157778	325	496	433	105	45	210	242	180	UP
ENSG00000230487	442	230	275	67	35	77	92	71	UP
ENSG00000230444	1	1	1	2	1	0	1	2	UP
ENSG00000231476	0	0	0	0	0	0	0	0	UP
ENSG00000236081	0	0	1	0	0	0	0	0	UP
ENSG00000002822	1036	6659	1836	426	343	362	4243	3129	UP
ENSG00000176349	38	204	40	10	19	17	193	248	UP
ENSG00000265089	1	6	2	0	0	0	3	14	UP
ENSG00000122687	483	1460	651	127	205	293	687	507	UP
ENSG00000106268	485	784	645	144	192	171	302	244	UP
ENSG00000106266	2509	8186	7272	1730	1118	1879	4399	3426	UP
ENSG00000271098	7	8	1	0	1	1	3	3	UP
ENSG00000106263	5432	8979	6797	1597	2408	4036	7432	5482	UP
ENSG00000136213	459	584	451	96	113	230	301	225	UP
ENSG00000275572	10	4	8	0	1	5	0	0	UP
ENSG00000106003	3111	9145	5279	1247	970	3611	8066	6485	UP
ENSG00000264357	24	8	4	1	3	4	10	2	UP
ENSG00000106009	3147	3103	1933	459	1408	1250	2900	2327	UP
ENSG00000106012	256	810	245	68	386	159	937	763	UP
ENSG00000136295	1578	1237	752	175	109	528	821	630	UP
ENSG00000174945	76	118	108	24	46	41	73	57	UP
ENSG00000146535	4659	4956	4797	1095	2091	2914	6024	4736	UP
ENSG00000231357	1	2	1	2	0	2	1	1	UP
ENSG00000198286	15098	9012	9600	2235	4045	6422	7507	5840	UP
ENSG00000237286	148	50	27	6	12	44	21	24	UP
ENSG00000201794	9	7	2	0	3	6	7	7	UP
ENSG00000146555	10	17	0	4	1	5	8	12	UP
ENSG00000164916	2708	6109	1728	406	617	1215	3009	2641	UP
ENSG00000242802	3386	4722	4498	1066	648	1961	2597	1979	UP
ENSG00000157927	21	19	17	1	26	10	11	7	UP
ENSG00000213935	0	5	2	2	0	2	1	2	UP
ENSG00000196204	863	1235	484	117	125	582	911	683	UP
ENSG00000270822	12	13	4	2	3	11	13	11	UP
ENSG00000275328	12	32	12	6	8	4	23	26	UP
ENSG00000146587	1549	3049	1498	347	716	1100	3159	2184	UP
ENSG00000273313	3	7	1	0	0	0	3	4	UP
ENSG00000159904	3	66	1	0	0	15	0	1	UP
ENSG00000157954	4046	7774	4936	1090	2337	3619	3705	2735	UP
ENSG00000164638	61	817	151	36	13	51	6	7	UP
ENSG00000182095	2342	4400	3002	728	501	1430	1911	1556	UP
ENSG00000155034	91	242	255	72	15	93	181	151	UP
ENSG00000230733	33	208	196	40	13	79	187	135	UP
ENSG00000207973	4	3	3	1	0	7	6	5	UP
ENSG00000075624	52095	48089	38166	8568	28869	32712	44325	34835	UP
ENSG00000075618	53	175	616	144	320	130	87	74	UP
ENSG00000011275	5232	10703	7871	1804	5120	4976	7266	5411	UP
ENSG00000237738	4	10	3	1	5	5	3	5	UP
ENSG00000235944	124	155	43	8	32	116	56	40	UP
ENSG00000277265	5	2	0	1	0	3	0	0	UP
ENSG00000122543	22	19	3	1	6	14	9	4	UP
ENSG00000122674	299	806	372	103	161	244	522	399	UP
ENSG00000155026	1	10	9	4	3	6	5	5	UP
ENSG00000122512	649	1000	345	73	334	385	466	384	UP
ENSG00000106305	101	330	177	38	33	81	193	125	UP
ENSG00000207217	1	8	5	1	1	2	8	2	UP
ENSG00000086232	4010	6274	4476	1035	1341	1685	5103	3436	UP
ENSG00000157999	238	163	119	26	22	77	122	93	UP
ENSG00000240718	21	14	6	3	1	4	12	7	UP
ENSG00000252929	2	4	1	0	1	2	1	1	UP
ENSG00000231704	6	5	4	1	4	1	1	0	UP
ENSG00000106346	1142	2037	1368	317	509	975	2116	1497	UP
ENSG00000008256	83	221	171	39	67	200	211	141	UP
ENSG00000178397	233	733	523	107	193	236	417	315	UP
ENSG00000136238	2927	4319	3009	711	718	1685	5194	3784	UP
ENSG00000164535	731	1510	981	259	262	469	1268	942	UP
ENSG00000136240	809	2819	1549	358	615	955	2862	2047	UP
ENSG00000231359	14	0	6	0	3	6	0	2	UP
ENSG00000215045	99	39	36	10	19	30	16	14	UP
ENSG00000136247	597	1107	550	154	152	242	638	477	UP
ENSG00000146576	783	2127	1707	407	421	888	1181	813	UP
ENSG00000236609	311	832	455	101	27	113	931	737	UP
ENSG00000205903	4720	5867	4110	898	1199	2198	3915	3018	UP
ENSG00000228010	17	14	7	1	6	6	13	7	UP
ENSG00000198580	16	33	12	1	14	12	23	18	UP
ENSG00000164631	1644	2739	1754	391	631	1416	2256	1537	UP
ENSG00000187953	603	989	643	153	188	322	841	637	UP
ENSG00000277327	2	5	0	1	0	0	0	0	UP
ENSG00000169402	6	5	1	0	2	1	3	1	UP
ENSG00000146574	505	800	514	125	218	354	500	354	UP
ENSG00000155070	0	1	0	1	0	0	0	0	UP
ENSG00000106392	2747	4163	2567	555	1127	1194	3132	2295	UP
ENSG00000244167	30	24	16	1	0	6	3	2	UP
ENSG00000230825	5	53	4	0	60	3	23	16	UP
ENSG00000236712	0	7	0	0	5	0	0	0	UP
ENSG00000215018	35	34	6	3	6	8	28	14	UP
ENSG00000272732	73	16	44	6	26	31	29	16	UP
ENSG00000272894	553	118	121	28	146	168	117	56	UP
ENSG00000164654	1960	3568	2592	579	1194	1280	3333	2384	UP
ENSG00000272745	28	45	39	17	23	5	38	29	UP
ENSG00000106399	528	2019	1045	262	319	515	720	482	UP
ENSG00000219545	594	1140	230	51	377	317	487	360	UP
ENSG00000270314	2	6	1	1	2	3	0	3	UP
ENSG00000234718	1	8	2	0	0	4	4	3	UP
ENSG00000201747	0	2	1	0	0	0	0	1	UP
ENSG00000214998	6	4	0	0	0	1	2	1	UP
ENSG00000234141	14	11	1	1	3	8	6	7	UP
ENSG00000233108	19	7	3	1	1	3	8	5	UP
ENSG00000106415	1214	1248	784	206	1943	1126	1235	878	UP
ENSG00000233264	80	29	33	6	17	36	30	24	UP
ENSG00000003147	17	13	33	5	9	6	2	1	UP
ENSG00000227719	1	1	0	2	0	0	0	0	UP
ENSG00000189043	1945	2696	1832	409	408	868	1668	1054	UP
ENSG00000106443	1290	1282	320	82	459	552	920	743	UP
ENSG00000230333	7	2	1	1	2	0	0	1	UP
ENSG00000005108	0	19	1	5	1	0	0	0	UP
ENSG00000106460	1133	2690	1591	325	438	769	1479	1218	UP
ENSG00000146530	1	14	30	6	1	11	0	0	UP
ENSG00000006747	1	11	2	1	2	1	0	1	UP
ENSG00000122644	472	253	621	141	113	736	927	651	UP
ENSG00000006468	4	9	1	2	1	1	0	0	UP
ENSG00000136267	0	22	1	0	0	0	0	0	UP
ENSG00000214960	88	12	22	4	46	43	16	6	UP
ENSG00000229688	3	0	3	0	2	3	1	2	UP
ENSG00000171243	7	3	1	0	2	2	1	0	UP
ENSG00000272537	0	0	0	0	0	1	1	0	UP
ENSG00000224280	1	8	0	0	18	4	9	6	UP
ENSG00000272361	14	7	2	0	14	9	13	6	UP
ENSG00000106524	635	817	244	50	308	279	473	341	UP
ENSG00000136261	447	609	585	122	827	359	675	450	UP
ENSG00000235837	11	10	2	1	12	2	16	9	UP
ENSG00000106537	8	32	683	146	89	9	19	13	UP
ENSG00000237773	1	4	1	0	0	2	0	0	UP
ENSG00000106546	593	307	80	16	90	240	22	20	UP
ENSG00000236039	3	1	2	1	2	1	1	0	UP
ENSG00000071189	3219	3654	2269	517	2289	2230	3127	2158	UP
ENSG00000279048	20	8	11	3	5	4	6	2	UP
ENSG00000048052	4007	2593	1036	241	2108	2374	1118	723	UP
ENSG00000226522	1	0	0	1	1	1	0	0	UP
ENSG00000105849	1837	1012	582	124	439	1099	786	569	UP
ENSG00000265932	11	6	2	1	0	0	3	5	UP
ENSG00000213860	13	24	19	1	15	10	17	10	UP
ENSG00000183742	51	38	22	9	4	6	1	1	UP
ENSG00000233834	14	15	4	0	1	6	1	0	UP
ENSG00000271133	3	9	1	0	0	2	0	0	UP
ENSG00000105855	7	1061	11	3	1	36	11	8	UP
ENSG00000219451	11	5	4	1	1	6	17	6	UP
ENSG00000105866	2500	3477	2115	498	2667	2329	3656	2836	UP
ENSG00000105877	123	314	33	19	113	37	253	229	UP
ENSG00000164649	3535	4143	1480	334	752	1000	2184	1647	UP
ENSG00000136237	1886	1421	9	6	934	698	72	52	UP
ENSG00000105889	3	16	1	1	1	1	0	0	UP
ENSG00000233476	220	185	44	13	51	109	253	230	UP
ENSG00000232759	0	5	0	0	0	0	0	0	UP
ENSG00000238033	0	1	0	0	0	0	0	0	UP
ENSG00000179428	0	4	0	0	0	0	0	0	UP
ENSG00000136244	0	5175	15	1	1	161	4	9	UP
ENSG00000196683	4516	7478	4084	976	2212	2351	4543	3156	UP
ENSG00000228649	216	209	120	18	227	142	198	159	UP
ENSG00000221740	6	7	5	1	6	3	1	1	UP
ENSG00000226329	86	132	54	8	165	47	104	92	UP
ENSG00000226279	12	7	3	0	10	0	2	5	UP
ENSG00000122591	772	2012	2286	547	1247	1010	4012	2963	UP
ENSG00000230658	2	1	6	0	8	7	2	3	UP
ENSG00000122550	496	1463	935	204	618	383	1579	1013	UP
ENSG00000230042	24	37	20	4	9	11	11	18	UP
ENSG00000136243	1138	2592	1705	417	517	917	1454	1059	UP
ENSG00000226816	0	25	4	1	1	1	71	55	UP
ENSG00000136235	3	19	0	3	3	3	0	1	UP
ENSG00000156928	300	782	429	93	97	237	524	349	UP
ENSG00000136231	414	1729	96	21	523	397	538	385	UP
ENSG00000232627	1	18	0	0	10	4	4	1	UP
ENSG00000212264	0	5	0	0	3	0	2	0	UP
ENSG00000232818	44	44	15	2	11	20	37	26	UP
ENSG00000200847	5	1	0	0	5	3	3	2	UP
ENSG00000164548	7721	10662	8397	2020	5989	6381	11268	7882	UP
ENSG00000232553	3	11	0	2	1	2	2	4	UP
ENSG00000169193	124	783	322	70	120	131	709	488	UP
ENSG00000227436	8	21	3	1	0	9	22	15	UP
ENSG00000279448	3	2	3	1	1	3	17	5	UP
ENSG00000188732	478	480	173	45	143	183	227	188	UP
ENSG00000234286	3	1	3	0	1	1	0	1	UP
ENSG00000196335	52	59	13	8	28	15	13	12	UP
ENSG00000105926	453	1044	307	77	132	172	1779	1320	UP
ENSG00000105928	222	505	405	89	45	19	872	599	UP
ENSG00000070882	1789	931	233	49	374	460	2637	1970	UP
ENSG00000172115	2506	3602	2588	591	2426	2492	3026	2176	UP
ENSG00000153790	398	475	217	53	362	180	307	202	UP
ENSG00000223561	0	0	0	0	0	0	0	0	UP
ENSG00000270933	6	0	1	0	12	14	6	3	UP
ENSG00000050344	607	1155	1247	301	3115	659	2161	1678	UP
ENSG00000273237	271	294	338	70	2206	171	995	695	UP
ENSG00000122566	51633	75614	38273	8709	19239	25892	53340	36118	UP
ENSG00000122565	5096	7204	3826	874	1838	1877	5021	3277	UP
ENSG00000086300	2304	2220	810	172	737	876	954	719	UP
ENSG00000225792	8	17	8	2	1	4	4	1	UP
ENSG00000214870	86	15	14	2	11	19	13	10	UP
ENSG00000122548	5	1	2	0	10	1	0	2	UP
ENSG00000280255	7	0	0	0	1	1	1	4	UP
ENSG00000222004	47	8	1	0	1	3	5	2	UP
ENSG00000005020	3283	1038	679	142	507	657	935	682	UP
ENSG00000105991	4	4	4	1	0	0	2	0	UP
ENSG00000233429	46	5	2	1	2	10	9	2	UP
ENSG00000105996	4	2	4	1	1	1	0	3	UP
ENSG00000105997	1	3	5	2	1	0	0	0	UP
ENSG00000253552	4	2	2	3	3	0	2	0	UP
ENSG00000254369	0	0	4	0	0	1	0	0	UP
ENSG00000106004	0	5	8	2	2	2	1	0	UP
ENSG00000106006	0	1	12	1	0	0	0	0	UP
ENSG00000078399	0	1	30	9	1	0	1	1	UP
ENSG00000253293	2	4	7	2	0	2	0	0	UP
ENSG00000233830	24	46	16	1	10	26	56	54	UP
ENSG00000235574	9	12	0	1	2	0	5	3	UP
ENSG00000106049	367	527	250	58	127	119	504	316	UP
ENSG00000229893	4	2	1	0	1	2	1	2	UP
ENSG00000106052	3450	8990	4861	1033	3796	2965	7073	4853	UP
ENSG00000153814	1746	1630	737	157	1575	1031	1351	939	UP
ENSG00000206623	1	2	1	0	0	2	1	1	UP
ENSG00000234336	10	34	19	4	32	11	28	10	UP
ENSG00000146592	159	19	19	11	10	29	2	2	UP
ENSG00000106066	325	75	85	28	10	126	8	0	UP
ENSG00000106069	44	27	11	4	31	61	5	2	UP
ENSG00000225264	0	13	18	6	0	1	17	5	UP
ENSG00000227855	2	142	118	26	9	15	124	85	UP
ENSG00000122574	10	20	5	4	1	1	10	9	UP
ENSG00000136193	6738	7969	2556	584	2473	2465	5810	4033	UP
ENSG00000227014	28	14	18	2	4	10	10	4	UP
ENSG00000106080	233	293	309	84	241	239	182	156	UP
ENSG00000106086	223	1360	249	52	235	253	716	502	UP
ENSG00000231519	5	6	5	1	1	4	10	5	UP
ENSG00000180354	2724	1367	798	211	607	952	708	470	UP
ENSG00000230751	18	5	2	0	4	6	6	3	UP
